fecha,articulo,cantidad,transacciones,venta_pen,fuente_suministro,costo,lt
2023-10-13,884530,30.0,1,3124.88,valvoline - usa,2169.29001,3.0
2024-01-12,884530,30.0,1,3012.61,valvoline - usa,2169.11001,3.0
2024-06-28,884530,30.0,1,3306.37,valvoline - usa,2394.87,3.0
2023-10-13,884544,30.0,1,3124.88,valvoline - usa,2118.72999,3.0
2024-06-28,884544,30.0,1,3306.37,valvoline - usa,2317.62999,3.0
2024-01-12,884544,30.0,1,3012.61,valvoline - usa,2261.97999,3.0
2023-08-31,884721,24.0,1,735.95,valvoline - usa,420.040008,3.0
2024-05-09,m25600100,9.0,1,553.87,valvoline,367.980003,2.0
2023-06-28,m25600100,12.0,1,721.85,valvoline,539.67,2.0
2024-01-12,m25600100,9.0,1,550.75,valvoline,359.420004,2.0
2023-10-13,rp2050100,15.0,1,903.29,valvoline,639.169995,2.0
2023-10-13,b10300100,18.0,1,1201.12,valvoline,859.77,2.0
2024-03-30,b10300100,15.0,1,969.66,valvoline,724.090005,2.0
2024-06-28,b20500100,12.0,1,797.4,valvoline,575.480004,2.0
2023-10-13,b20500100,15.0,1,1000.93,valvoline,718.56,2.0
2024-03-30,g20w50100,12.0,1,700.07,valvoline,496.250004,2.0
2024-01-12,g20w50100,15.0,1,870.83,valvoline,612.010005,2.0
2024-05-09,b10300100,9.0,1,582.28,valvoline,427.419999,2.0
2024-01-12,b10300100,15.0,1,964.96,valvoline,716.28,2.0
2023-06-28,g20w50100,18.0,1,1027.21,valvoline,774.860004,2.0
2024-01-31,icd1566,6.0,1,333.48,ishikawa - pastillas de freno,162.319998,6.0
2024-11-21,icd1676,2.0,1,141.63,ishikawa - pastillas de freno,62.19,6.0
2024-11-21,icd1555,3.0,1,159.33,ishikawa - pastillas de freno,80.829999,6.0
2024-11-21,icd1852,5.0,1,177.02,ishikawa - pastillas de freno,79.39,6.0
2024-11-21,icd1950,5.0,1,177.02,ishikawa - pastillas de freno,67.51,6.0
2024-11-21,icd1964,2.0,1,96.55,ishikawa - pastillas de freno,48.39,6.0
2024-11-21,icd1985,2.0,1,96.55,ishikawa - pastillas de freno,46.98,6.0
2024-11-21,icd1984,5.0,1,337.95,ishikawa - pastillas de freno,158.16,6.0
2024-11-21,icd1211,2.0,1,103.0,ishikawa - pastillas de freno,50.7,6.0
2024-01-31,icd1398,4.0,1,103.41,ishikawa - pastillas de freno,50.29,6.0
2024-01-31,icd1434,6.0,1,205.52,ishikawa - pastillas de freno,100.069998,6.0
2024-11-21,icd1471,3.0,1,96.55,ishikawa - pastillas de freno,41.859999,6.0
2024-01-31,icd1555,4.0,1,213.26,ishikawa - pastillas de freno,103.9,6.0
2023-08-28,icd1912,2.0,1,84.71,ishikawa - pastillas de freno,45.4,6.0
2023-08-28,icd1855,2.0,1,80.68,ishikawa - pastillas de freno,44.62,6.0
2023-08-28,icd1879,1.0,1,30.11,ishikawa - pastillas de freno,16.14,6.0
2024-05-09,g20w50100,9.0,1,525.46,valvoline,374.079996,2.0
2024-11-21,h85140025,36.0,1,807.61,valvoline,465.090012,2.0
2024-01-31,m25600100,24.0,1,1512.27,valvoline,958.450008,2.0
2023-08-28,icd1886,1.0,1,50.75,ishikawa - pastillas de freno,27.19,6.0
2023-08-28,icd1911,1.0,1,55.45,ishikawa - pastillas de freno,25.12,6.0
2023-08-28,icd1815,2.0,1,104.39,ishikawa - pastillas de freno,55.95,6.0
2023-08-28,icd1846,2.0,1,74.68,ishikawa - pastillas de freno,40.01,6.0
2024-10-11,896749,9.0,1,1292.91,valvoline - usa,846.829998,3.0
2024-03-15,896749,6.0,1,841.33,valvoline - usa,547.32,3.0
2024-10-11,pp103000100,6.0,1,536.31,valvoline,360.0,2.0
2024-06-24,r20500500,2.0,1,510.12,valvoline,335.28,2.0
2023-08-28,icd1661,1.0,1,34.36,ishikawa - pastillas de freno,20.02,6.0
2023-08-28,icd1759,2.0,1,87.63,ishikawa - pastillas de freno,46.97,6.0
2023-08-28,icd1614,2.0,1,61.55,ishikawa - pastillas de freno,34.07,6.0
2023-08-28,icd1712,1.0,1,43.83,ishikawa - pastillas de freno,23.48,6.0
2024-06-24,rp1030100,10.0,1,596.7,valvoline,434.96,2.0
2024-11-27,rp1030100,24.0,1,1419.67,valvoline,1013.73,2.0
2024-12-30,rp1030100,9.0,1,529.13,valvoline,380.150001,2.0
2024-11-27,rp2050100,18.0,1,1064.74,valvoline,755.650008,2.0
2023-08-28,icd1736,2.0,1,105.31,ishikawa - pastillas de freno,57.99,6.0
2023-08-28,icd2007,2.0,1,60.92,ishikawa - pastillas de freno,32.66,6.0
2023-08-28,icd1852,2.0,1,69.1,ishikawa - pastillas de freno,37.04,6.0
2023-08-28,icd2038,2.0,1,66.66,ishikawa - pastillas de freno,35.71,6.0
2023-08-28,icd1965,2.0,1,62.59,ishikawa - pastillas de freno,34.62,6.0
2023-08-28,icd830,2.0,1,81.12,ishikawa - pastillas de freno,43.14,6.0
2023-08-28,icd2076,2.0,1,89.22,ishikawa - pastillas de freno,47.83,6.0
2023-08-28,icd1935,2.0,1,64.4,ishikawa - pastillas de freno,35.4,6.0
2023-08-28,icd948,1.0,1,39.95,ishikawa - pastillas de freno,23.87,6.0
2023-08-28,icd1397,2.0,1,63.14,ishikawa - pastillas de freno,37.76,6.0
2023-08-28,icd1398,1.0,1,23.75,ishikawa - pastillas de freno,13.13,6.0
2023-08-28,icd1454,1.0,1,36.18,ishikawa - pastillas de freno,19.15,6.0
2024-01-31,icd2269,2.0,1,56.24,ishikawa - pastillas de freno,27.33,6.0
2024-01-31,icd2268,2.0,1,120.22,ishikawa - pastillas de freno,58.7,6.0
2024-11-21,icd2286,2.0,1,93.35,ishikawa - pastillas de freno,41.61,6.0
2024-11-21,icd0010,3.0,1,106.23,ishikawa - pastillas de freno,46.98,6.0
2024-11-21,icd976,10.0,1,482.8,ishikawa - pastillas de freno,189.22,6.0
2023-08-28,icd1519,1.0,1,33.07,ishikawa - pastillas de freno,18.29,6.0
2023-08-28,icd1497,2.0,1,99.06,ishikawa - pastillas de freno,53.06,6.0
2023-08-28,icd1490,1.0,1,32.81,ishikawa - pastillas de freno,17.58,6.0
2023-12-11,pu-941x,6.0,1,288.09,mann - brasil,163.53,4.0
2024-02-22,pu-1059x,10.0,1,463.35,mann - brasil,353.52,4.0
2024-02-22,hu-947/2x,6.0,1,218.18,mann - brasil,155.94,4.0
2024-01-16,c-33017,20.0,1,753.36,mann - brasil,665.75,4.0
2023-08-31,c-33017,20.0,1,804.99,mann - brasil,665.74,4.0
2023-08-28,icd1520,1.0,1,40.58,ishikawa - pastillas de freno,22.43,6.0
2023-08-28,icd1544,1.0,1,28.26,ishikawa - pastillas de freno,13.87,6.0
2023-08-28,icd1566,1.0,1,52.75,ishikawa - pastillas de freno,29.19,6.0
2023-08-28,icd1435,1.0,1,28.82,ishikawa - pastillas de freno,15.94,6.0
2023-08-28,icd1572,2.0,1,53.52,ishikawa - pastillas de freno,28.68,6.0
2023-08-28,icd1089,2.0,1,87.78,ishikawa - pastillas de freno,47.2,6.0
2023-08-28,icd660,2.0,1,53.3,ishikawa - pastillas de freno,29.46,6.0
2023-08-28,icd536,2.0,1,50.6,ishikawa - pastillas de freno,27.12,6.0
2024-10-22,wk-718,20.0,1,598.88,mann - brasil,374.97,4.0
2023-11-08,wk-723,36.0,1,646.09,mann - brasil,491.299992,4.0
2024-01-11,wk-940/12,18.0,1,506.26,mann - brasil,337.05,4.0
2023-12-11,wk-940/20,6.0,1,238.79,mann - brasil,177.75,4.0
2023-08-28,icd526,2.0,1,67.28,ishikawa - pastillas de freno,37.2,6.0
2024-10-28,icd2343,2.0,1,65.88,ishikawa - pastillas de freno,31.29,6.0
2024-10-28,icd484,3.0,1,95.94,ishikawa - pastillas de freno,54.24,6.0
2024-10-28,icd536,2.0,1,51.9,ishikawa - pastillas de freno,27.32,6.0
2024-02-22,wk-940/12,20.0,1,576.61,mann - brasil,427.41,4.0
2024-11-21,mwmwd976,20.0,1,1416.2,wagner - pastillas,517.81,3.0
2024-08-19,cp-23210,4.0,1,636.52,mann - brasil,490.76,4.0
2024-08-19,cu-2842,10.0,1,216.0,mann - brasil,152.31,4.0
2024-10-28,icd602,3.0,1,114.66,ishikawa - pastillas de freno,43.209999,6.0
2024-10-28,icd510,5.0,1,163.06,ishikawa - pastillas de freno,70.71,6.0
2023-08-28,icd1035,2.0,1,61.63,ishikawa - pastillas de freno,36.87,6.0
2023-08-28,icd462,3.0,1,95.92,ishikawa - pastillas de freno,57.369999,6.0
2023-08-28,icd540,1.0,1,25.93,ishikawa - pastillas de freno,15.51,6.0
2023-08-28,icd684,2.0,1,72.17,ishikawa - pastillas de freno,35.41,6.0
2023-08-28,icd1097,1.0,1,51.08,ishikawa - pastillas de freno,28.25,6.0
2023-08-28,icd1146,1.0,1,35.92,ishikawa - pastillas de freno,17.62,6.0
2024-11-25,rp2050100,9.0,1,535.9,valvoline,377.829999,2.0
2024-01-31,m25600025,24.0,1,442.04,valvoline,274.459992,2.0
2024-11-21,884558,12.0,1,378.51,valvoline - usa,245.079996,3.0
2024-03-08,041063007,1.0,1,180.0,monark - alemania,125.27,4.0
2024-03-08,060677000,5.0,1,110.51,monark - alemania,71.15,4.0
2024-03-08,060677020,10.0,1,221.03,monark - alemania,139.68,4.0
2024-11-26,041063007,1.0,1,169.93,monark - alemania,125.27,4.0
2024-03-08,083857003,3.0,1,284.18,monark - alemania,187.910001,4.0
2024-01-31,c-33017,10.0,1,387.74,mann - brasil,332.87,4.0
2024-07-19,wk-723,60.0,1,1065.41,mann - brasil,791.17002,4.0
2024-05-07,w-11102/36,24.0,1,1137.95,mann - brasil,908.7,4.0
2023-12-29,884530,3.0,1,287.29,valvoline - usa,216.93,3.0
2023-11-15,880954,6.0,1,547.36,valvoline - usa,317.410002,3.0
2024-01-25,884721,36.0,1,1122.66,valvoline - usa,624.020004,3.0
2024-02-22,884646,36.0,1,1085.22,valvoline - usa,601.949988,3.0
2024-06-28,v-camisetas,20.0,1,0.0,sin definicion,200.0,0.0
2024-01-12,v-coche,60.0,1,0.0,sin definicion,323.50002,0.0
2023-10-13,mochilavalv,60.0,1,0.0,sin definicion,305.08998,0.0
2023-12-29,v-coche,3.0,1,0.0,sin definicion,16.179999,0.0
2024-01-31,bdd020,4.0,1,426.52,ishikawa - discos de freno,200.78,6.0
2024-01-31,bdd016,2.0,1,180.96,ishikawa - discos de freno,88.24,6.0
2024-01-31,bdd015,2.0,1,222.34,ishikawa - discos de freno,108.13,6.0
2024-01-31,bdd026,4.0,1,465.3,ishikawa - discos de freno,178.9,6.0
2023-08-28,icd1235,2.0,1,64.4,ishikawa - pastillas de freno,34.46,6.0
2023-08-28,icd1284,1.0,1,32.07,ishikawa - pastillas de freno,17.74,6.0
2023-08-28,icd1264,2.0,1,101.43,ishikawa - pastillas de freno,59.63,6.0
2023-08-28,icd1362,1.0,1,23.49,ishikawa - pastillas de freno,13.96,6.0
2024-02-08,17037,50.0,1,32.41,narva,17.58,4.0
2024-02-08,17177,50.0,1,32.76,narva,25.47,4.0
2024-02-15,17631,20.0,1,53.23,narva,36.4,4.0
2023-09-14,17916,50.0,1,56.52,narva,41.22,4.0
2024-02-08,17916,50.0,1,72.02,narva,51.98,4.0
2023-08-28,icd1321,1.0,1,30.11,ishikawa - pastillas de freno,16.14,6.0
2023-08-28,icd2302,1.0,1,47.9,ishikawa - pastillas de freno,26.49,6.0
2023-07-07,icd1184,4.0,1,142.09,ishikawa - pastillas de freno,71.93,6.0
2023-07-07,icd1543,5.0,1,191.99,ishikawa - pastillas de freno,97.24,6.0
2024-01-25,884656,36.0,1,1253.51,valvoline - usa,697.399992,3.0
2023-11-15,884656,6.0,1,209.85,valvoline - usa,116.230002,3.0
2024-07-22,884530,3.0,1,323.54,valvoline - usa,239.49,3.0
2024-07-19,wdk-11102/28,48.0,1,2297.21,mann - brasil,1765.32,4.0
2024-01-12,wk-1040,36.0,1,1694.6,mann - brasil,1317.69,4.0
2024-01-25,wk-723,24.0,1,429.02,mann - brasil,352.750008,4.0
2023-09-07,wk-723,24.0,1,432.91,mann - brasil,271.98,4.0
2024-02-27,h-12110/2x,1.0,1,46.28,mann - brasil,39.38,4.0
2024-09-19,48881,100.0,1,590.12,narva,432.95,4.0
2024-09-19,48901,100.0,1,759.16,narva,560.27,4.0
2024-09-19,17171,700.0,1,535.88,narva,394.5998,4.0
2024-09-19,17177,3000.0,1,1626.8,narva,1208.769,4.0
2024-02-12,w-962,6.0,1,145.55,mann - brasil,117.09,4.0
2024-02-27,pu-999/1x,2.0,1,105.08,mann - brasil,83.29,4.0
2024-07-19,wk-1040,24.0,1,1139.47,mann - brasil,866.22,4.0
2024-11-25,wk-1040,24.0,1,1197.32,mann - brasil,880.68,4.0
2024-09-19,17181,600.0,1,535.88,narva,386.73,4.0
2024-02-19,48351,50.0,1,268.77,narva,163.87,4.0
2024-02-19,48751,50.0,1,601.05,narva,371.78,4.0
2024-02-19,48881,30.0,1,204.27,narva,125.1,4.0
2023-09-15,48901,100.0,1,754.98,narva,531.6,4.0
2023-11-08,wk-1040,48.0,1,2303.39,mann - brasil,1761.9,4.0
2024-07-19,wk-1060/1,24.0,1,1291.41,mann - brasil,1126.129992,4.0
2023-08-21,h-12110/2x,17.0,1,932.53,mann - brasil,586.700005,4.0
2024-08-19,c-30011,12.0,1,533.6,mann - brasil,407.480004,4.0
2024-11-28,ghm-3e-3010,6.0,1,99.28,ghm - filtros,35.620002,
2024-11-28,ghm-1-1012s,3.0,1,200.67,ghm - filtros,71.889999,
2024-11-28,ghm-1-1010s,3.0,1,250.29,ghm - filtros,89.7,
2024-11-28,ghm-1-1007s,6.0,1,832.12,ghm - filtros,298.129998,
2023-11-30,4tp20500025,4.0,1,56.99,valvoline,42.93,2.0
2023-09-18,884544,1.0,1,85.16,valvoline - usa,70.58,3.0
2024-10-17,884559,4.0,1,98.48,valvoline - usa,84.95,3.0
2023-09-20,884559,6.0,1,124.74,valvoline - usa,106.5,3.0
2024-09-06,wk-950/14,6.0,1,335.34,mann - brasil,240.250002,4.0
2024-02-19,wk-940/24,6.0,1,283.61,mann - brasil,211.270002,4.0
2023-10-04,wk-723,25.0,1,453.09,mann - brasil,283.31,4.0
2024-02-27,wk-1060/1,6.0,1,328.73,mann - brasil,280.429998,4.0
2023-09-30,rxfc113640b,24.0,1,278.02,wagner locked - usa,200.830008,2.0
2023-09-30,rxfc113641b,12.0,1,347.54,wagner locked - usa,241.659996,2.0
2024-05-31,rxfc113640bep,24.0,1,213.73,wagner locked - usa,158.25,2.0
2024-05-31,rxfc113661bep,24.0,1,282.41,wagner locked - usa,216.54,2.0
2024-08-31,896749,1.0,1,127.13,valvoline - usa,94.09,3.0
2023-07-07,675130,1.0,1,35.86,valvoline - usa,27.06,3.0
2023-11-27,rp2050100,39.0,1,2162.6,valvoline,1661.730018,2.0
2023-11-27,rp1030100,6.0,1,332.7,valvoline,265.789998,2.0
2023-10-17,rp2050100,3.0,1,181.49,valvoline,127.83,2.0
2024-10-28,icd1519,2.0,1,85.98,ishikawa - pastillas de freno,34.88,6.0
2024-10-28,icd1661,3.0,1,112.44,ishikawa - pastillas de freno,43.550001,6.0
2024-10-28,icd1950,2.0,1,72.49,ishikawa - pastillas de freno,27.01,6.0
2023-08-28,icd303,1.0,1,33.33,ishikawa - pastillas de freno,17.86,6.0
2023-08-28,icd404,2.0,1,57.74,ishikawa - pastillas de freno,31.96,6.0
2024-02-19,17181,100.0,1,104.25,narva,65.44,4.0
2023-09-15,17643,50.0,1,62.92,narva,39.44,4.0
2023-09-28,17171,200.0,1,160.96,narva,109.34,4.0
2023-09-28,17177,2000.0,1,1094.64,narva,764.05,4.0
2023-09-28,17315,80.0,1,74.69,narva,54.85,4.0
2024-10-11,tb-1374/13x,4.0,1,459.69,mann - brasil,366.36,4.0
2024-10-11,w-9023/1,1.0,1,73.42,mann - brasil,49.85,4.0
2024-02-24,wk-940/24,6.0,1,280.29,mann - brasil,211.270002,4.0
2023-08-28,icd440,1.0,1,27.71,ishikawa - pastillas de freno,16.56,6.0
2023-08-28,icd0005,2.0,1,102.02,ishikawa - pastillas de freno,56.42,6.0
2023-08-28,icd2268,2.0,1,108.34,ishikawa - pastillas de freno,59.94,6.0
2023-08-28,icd2272,2.0,1,80.75,ishikawa - pastillas de freno,44.7,6.0
2023-09-28,17316,40.0,1,37.34,narva,26.27,4.0
2023-09-28,17629,40.0,1,275.58,narva,197.14,4.0
2023-09-15,17925,50.0,1,91.24,narva,57.5,4.0
2024-02-19,48034,10.0,1,161.91,narva,95.22,4.0
2024-01-25,98016,6.0,1,231.54,narva,138.96,4.0
2024-09-06,wk-1030,6.0,1,320.69,mann - brasil,229.060002,4.0
2024-08-08,wk-1040,18.0,1,844.34,mann - brasil,649.659996,4.0
2024-08-08,wk-1060/1,18.0,1,969.86,mann - brasil,844.599996,4.0
2023-08-28,icd2289,1.0,1,33.55,ishikawa - pastillas de freno,19.34,6.0
2023-08-28,icd2326,1.0,1,31.44,ishikawa - pastillas de freno,18.8,6.0
2023-08-28,icd0002,2.0,1,56.93,ishikawa - pastillas de freno,31.49,6.0
2023-08-28,icd2299,2.0,1,62.25,ishikawa - pastillas de freno,33.37,6.0
2023-10-20,cp-23210,8.0,1,1315.5,mann - brasil,942.05,4.0
2024-07-22,cp-23210,8.0,1,1271.35,mann - brasil,981.51,4.0
2024-07-22,wp-11102/3,6.0,1,256.92,mann - brasil,192.169998,4.0
2024-07-22,wk-962/7,6.0,1,285.48,mann - brasil,181.71,4.0
2024-12-28,884544,1.0,1,108.04,valvoline - usa,79.89,3.0
2024-07-16,884544,1.0,1,107.55,valvoline - usa,77.25,3.0
2024-02-29,884544,3.0,1,308.92,valvoline - usa,226.520001,3.0
2024-03-22,g20w50025,12.0,1,226.95,valvoline,139.160004,2.0
2023-08-03,wk-1040,6.0,1,346.26,mann - brasil,215.25,4.0
2024-10-02,wk-1040,6.0,1,293.02,mann - brasil,216.949998,4.0
2024-05-24,wk-1060/1,12.0,1,647.61,mann - brasil,561.939996,4.0
2024-10-02,pu-941x,3.0,1,142.73,mann - brasil,94.490001,4.0
2024-01-25,98015,6.0,1,223.68,narva,127.450002,4.0
2024-02-22,98016,6.0,1,233.82,narva,138.96,4.0
2024-09-19,17315,50.0,1,47.84,narva,34.97,4.0
2023-08-31,48892,10.0,1,89.26,narva,62.88,4.0
2023-12-29,48892,10.0,1,89.48,narva,64.48,4.0
2024-08-07,48881,20.0,1,120.24,narva,86.49,4.0
2024-08-07,48772,10.0,1,273.93,narva,199.11,4.0
2024-09-17,17635,600.0,1,539.3,narva,375.8202,4.0
2023-09-28,17643,200.0,1,225.36,narva,156.69,4.0
2023-09-11,icd1035,3.0,1,92.86,ishikawa - pastillas de freno,55.299999,6.0
2023-09-11,icd1264,2.0,1,101.89,ishikawa - pastillas de freno,59.63,6.0
2023-09-11,icd1354,2.0,1,48.01,ishikawa - pastillas de freno,26.87,6.0
2023-09-11,icd1345,2.0,1,67.89,ishikawa - pastillas de freno,32.8,6.0
2023-09-11,icd2326,2.0,1,63.17,ishikawa - pastillas de freno,37.59,6.0
2024-10-28,i-polos,5.0,1,0.0,sin definicion,35.0,0.0
2024-02-16,v-fecheros,10.0,1,0.0,sin definicion,11.87,0.0
2023-12-15,v-ambientadores,100.0,1,0.0,sin definicion,46.0,0.0
2023-12-15,w-bolsas,20.0,1,0.0,sin definicion,109.67,0.0
2024-02-16,v-ambientadores,100.0,1,0.0,sin definicion,46.0,0.0
2024-10-28,rxfc113644bep,24.0,1,626.76,wagner locked - usa,500.740008,2.0
2024-10-28,rxfc113640bep,72.0,1,596.17,wagner locked - usa,469.830024,2.0
2024-10-28,rxfc113641bep,24.0,1,434.16,wagner locked - usa,349.279992,2.0
2024-05-07,rxfc113661bep,48.0,1,531.04,wagner locked - usa,433.310016,2.0
2024-05-07,rxfc113644bep,96.0,1,2488.36,wagner locked - usa,2024.289984,2.0
2024-05-20,b20500100,6.0,1,390.07,valvoline,291.220002,2.0
2023-07-27,b10300100,3.0,1,187.74,valvoline,143.28,2.0
2023-06-24,b10300100,6.0,1,369.95,valvoline,289.459998,2.0
2024-06-28,b10300100,6.0,1,398.72,valvoline,285.100002,2.0
2024-03-30,wk-1060/1,24.0,1,1286.57,mann - brasil,1122.45,4.0
2024-04-30,wk-1060,24.0,1,1442.97,mann - brasil,1108.14,4.0
2024-10-03,wk-1060/2,12.0,1,783.31,mann - brasil,562.310004,4.0
2024-09-17,17916,600.0,1,654.87,narva,470.5098,4.0
2023-09-28,17925,50.0,1,82.1,narva,57.09,4.0
2023-12-29,48881,10.0,1,59.02,narva,41.7,4.0
2023-12-29,48607,1.0,1,35.49,narva,22.52,4.0
2023-07-25,48702,10.0,1,66.27,narva,49.64,4.0
2023-12-20,b10300100,6.0,1,387.67,valvoline,286.510002,2.0
2024-05-20,g20w50100,3.0,1,175.99,valvoline,124.689999,2.0
2024-11-23,884530,12.0,1,1313.2,valvoline - usa,969.45,3.0
2024-02-29,884530,15.0,1,1544.54,valvoline - usa,1084.540005,3.0
2024-07-15,icd1643,1.0,1,30.97,ishikawa - pastillas de freno,15.35,6.0
2024-09-11,icd1624,1.0,1,40.03,ishikawa - pastillas de freno,12.6,6.0
2024-09-11,icd1679,1.0,1,39.42,ishikawa - pastillas de freno,14.34,6.0
2024-07-09,icd1543,10.0,1,379.7,ishikawa - pastillas de freno,209.13,6.0
2024-09-11,icd1592,2.0,1,67.51,ishikawa - pastillas de freno,36.81,6.0
2024-10-07,enrled9005,1.0,1,53.81,enertech - iluminacion,45.53,
2024-08-07,48728,10.0,1,178.47,narva,114.11,4.0
2023-08-31,48728,10.0,1,175.71,narva,108.69,4.0
2023-08-31,48881,10.0,1,59.51,narva,40.95,4.0
2024-05-15,18033,8.0,1,631.86,narva,487.45,4.0
2024-09-12,18033,12.0,1,964.59,narva,737.64,4.0
2024-09-11,icd1950,5.0,1,175.13,ishikawa - pastillas de freno,67.51,6.0
2024-07-09,icd1886,1.0,1,50.54,ishikawa - pastillas de freno,25.91,6.0
2024-09-11,icd2007,1.0,1,30.24,ishikawa - pastillas de freno,14.27,6.0
2024-09-11,icd2038,2.0,1,65.53,ishikawa - pastillas de freno,32.85,6.0
2024-10-15,icd831,3.0,1,100.43,ishikawa - pastillas de freno,48.470001,6.0
2024-09-11,icd2096,2.0,1,84.03,ishikawa - pastillas de freno,37.78,6.0
2024-09-11,icd866,1.0,1,35.75,ishikawa - pastillas de freno,19.85,6.0
2024-07-09,icd831,2.0,1,65.12,ishikawa - pastillas de freno,35.34,6.0
2024-09-11,icd924,2.0,1,84.87,ishikawa - pastillas de freno,40.83,6.0
2024-05-15,18032,15.0,1,1326.91,narva,1130.680005,4.0
2024-09-12,18032,24.0,1,2083.48,narva,1818.529992,4.0
2024-05-15,18048,5.0,1,394.91,narva,309.22,4.0
2024-05-15,18057,5.0,1,394.91,narva,296.87,4.0
2024-04-24,wk-1040,3.0,1,141.16,mann - brasil,108.279999,4.0
2024-10-30,wk-1040,6.0,1,297.27,mann - brasil,218.530002,4.0
2024-07-09,icd2019-9144,2.0,1,103.92,ishikawa - pastillas de freno,52.9,6.0
2024-09-11,icd0009,5.0,1,170.89,ishikawa - pastillas de freno,77.99,6.0
2024-09-11,icd510,10.0,1,307.79,ishikawa - pastillas de freno,141.43,6.0
2024-09-11,icd484,2.0,1,61.82,ishikawa - pastillas de freno,36.16,6.0
2024-10-15,icd242,3.0,1,95.66,ishikawa - pastillas de freno,53.829999,6.0
2024-09-12,18048,12.0,1,964.59,narva,742.14,4.0
2024-09-17,48006,20.0,1,173.34,narva,122.35,4.0
2024-09-17,48042,40.0,1,336.41,narva,253.21,4.0
2023-09-28,48072,20.0,1,306.5,narva,207.44,4.0
2023-08-31,48750,30.0,1,405.01,narva,295.74,4.0
2024-02-12,48728,10.0,1,184.23,narva,154.59,4.0
2023-12-29,98016,1.0,1,34.2,narva,23.16,4.0
2023-08-31,48901,10.0,1,74.55,narva,53.16,4.0
2024-02-12,48901,10.0,1,78.33,narva,70.8,4.0
2024-07-15,icd2302,1.0,1,53.59,ishikawa - pastillas de freno,27.87,6.0
2024-09-11,icd242,2.0,1,64.8,ishikawa - pastillas de freno,35.89,6.0
2024-07-09,icd242,3.0,1,96.52,ishikawa - pastillas de freno,58.359999,6.0
2024-07-09,icd1269,2.0,1,59.16,ishikawa - pastillas de freno,30.82,6.0
2024-07-15,icd1447,1.0,1,44.92,ishikawa - pastillas de freno,22.24,6.0
2023-09-28,48320,80.0,1,334.84,narva,232.6,4.0
2023-09-28,48321,50.0,1,204.42,narva,130.68,4.0
2023-09-28,48700,50.0,1,286.52,narva,198.12,4.0
2023-09-28,48720,20.0,1,231.81,narva,156.88,4.0
2024-04-24,wk-1030,3.0,1,148.11,mann - brasil,114.530001,4.0
2024-04-24,wk-1060,2.0,1,119.17,mann - brasil,92.34,4.0
2024-03-11,wk-1060/1,6.0,1,322.29,mann - brasil,280.429998,4.0
2024-01-12,wk-1060/1,6.0,1,322.9,mann - brasil,277.71,4.0
2024-09-11,icd1211,1.0,1,49.24,ishikawa - pastillas de freno,25.35,6.0
2024-09-11,icd1210,4.0,1,190.39,ishikawa - pastillas de freno,84.38,6.0
2024-07-15,icd1295,1.0,1,39.53,ishikawa - pastillas de freno,21.15,6.0
2024-07-15,icd1035,2.0,1,82.39,ishikawa - pastillas de freno,39.2,6.0
2024-10-15,icd510,10.0,1,302.96,ishikawa - pastillas de freno,141.43,6.0
2024-09-17,n-lapiceros,20.0,1,0.0,sin definicion,12.0,0.0
2023-10-17,mpr1,1.0,1,65.72,clevite - usa,38.56,3.0
2024-07-08,v-camisetas,2.0,1,0.0,sin definicion,20.0,0.0
2024-07-08,v-camisetas,4.0,1,0.0,sin definicion,40.0,0.0
2023-06-15,18058,1.0,1,89.15,narva,62.75,4.0
2023-08-31,48350,10.0,1,67.97,narva,48.46,4.0
2023-07-25,48351,10.0,1,44.1,narva,32.77,4.0
2023-12-29,48641,1.0,1,24.27,narva,16.76,4.0
2024-10-30,wk-1060/1,6.0,1,383.57,mann - brasil,290.19,4.0
2024-04-24,wk-1060/1,6.0,1,322.73,mann - brasil,280.720002,4.0
2024-10-30,wk-1060/2,6.0,1,397.0,mann - brasil,284.740002,4.0
2024-03-11,wk-1060/2,6.0,1,389.78,mann - brasil,277.98,4.0
2023-08-29,884527,6.0,1,176.22,valvoline - usa,101.119998,3.0
2023-09-29,884530,12.0,1,1238.55,valvoline - usa,867.48,3.0
2023-07-27,884530,15.0,1,1396.53,valvoline - usa,1074.589995,3.0
2023-08-29,884530,15.0,1,1598.71,valvoline - usa,1067.950005,3.0
2024-04-29,48702,10.0,1,73.84,narva,53.79,4.0
2024-09-17,48728,50.0,1,834.65,narva,565.64,4.0
2023-09-28,48991,40.0,1,542.16,narva,391.14,4.0
2023-12-16,cf-300/1,3.0,1,138.24,mann - brasil,89.559999,4.0
2023-07-14,cf-400/1,2.0,1,105.01,mann - brasil,71.09,4.0
2023-12-16,c-16400,3.0,1,168.75,mann - brasil,120.200001,4.0
2023-07-14,c-16400,2.0,1,117.37,mann - brasil,82.75,4.0
2024-09-11,icd1089,2.0,1,88.23,ishikawa - pastillas de freno,45.4,6.0
2024-09-11,icd1212,2.0,1,70.84,ishikawa - pastillas de freno,35.95,6.0
2024-10-15,icd1156,2.0,1,85.8,ishikawa - pastillas de freno,37.97,6.0
2024-09-11,icd1184,4.0,1,154.22,ishikawa - pastillas de freno,72.49,6.0
2023-12-20,884530,15.0,1,1512.81,valvoline - usa,1084.62,3.0
2023-07-27,884527,6.0,1,169.98,valvoline - usa,101.620002,3.0
